Peer,vendor,KPI,value,,,
Data Intelligence Platforms,Informatica EDC,Customer Experience,5.70817721,,,
Data Intelligence Platforms,Qlik Data Integration,Customer Experience,6.015470421,,,
Data Intelligence Platforms,SAP DI,Customer Experience,4.219306271,,,
Data Intelligence Platforms,Peer Group Average,Customer Experience,5.349505812,,,
Data Intelligence Platforms,Alation Data Catalog,Product Enhancement,8.863121186,,,
Data Intelligence Platforms,Collibra DI Cloud,Product Enhancement,4.570570571,,,
Data Intelligence Platforms,Informatica EDC,Product Enhancement,6.71042471,,,
Data Intelligence Platforms,Qlik Data Integration,Product Enhancement,6.660660661,,,
Data Intelligence Platforms,SAP DI,Product Enhancement,4.396396396,,,
Data Intelligence Platforms,Peer Group Average,Product Enhancement,6.240234705,,,
Data Intelligence Platforms,Alation Data Catalog,Automation,7.116991643,,,
Data Intelligence Platforms,Collibra DI Cloud,Automation,1,,,
Data Intelligence Platforms,Informatica EDC,Automation,5.963788301,,,
Data Intelligence Platforms,Qlik Data Integration,Automation,9.038997214,,,
Data Intelligence Platforms,SAP DI,Automation,7.116991643,,,
Data Intelligence Platforms,Peer Group Average,Automation,6.04735376,,,
Data Intelligence Platforms,Alation Data Catalog,Innovation,7.990056415,,,
Data Intelligence Platforms,Collibra DI Cloud,Innovation,2.785285285,,,
Data Intelligence Platforms,Informatica EDC,Innovation,6.337106506,,,
Data Intelligence Platforms,Qlik Data Integration,Innovation,7.849828938,,,
Data Intelligence Platforms,SAP DI,Innovation,5.75669402,,,
Data Intelligence Platforms,Peer Group Average,Innovation,6.143794233,,,
Data Intelligence Platforms,Alation Data Catalog,Connectivity,7.601898342,,,
Data Intelligence Platforms,Collibra DI Cloud,Connectivity,1,,,
Data Intelligence Platforms,Informatica EDC,Connectivity,8.253731343,,,
Data Intelligence Platforms,Qlik Data Integration,Connectivity,8.253731343,,,
Data Intelligence Platforms,SAP DI,Connectivity,6.906609808,,,
Data Intelligence Platforms,Peer Group Average,Connectivity,6.403194167,,,
Data Intelligence Platforms,Alation Data Catalog,Functionality,6.956989247,,,
Data Intelligence Platforms,Collibra DI Cloud,Functionality,1.435897436,,,
Data Intelligence Platforms,Informatica EDC,Functionality,7.541666667,,,
Data Intelligence Platforms,Qlik Data Integration,Functionality,3.444444444,,,
Data Intelligence Platforms,SAP DI,Functionality,1,,,
Data Intelligence Platforms,Peer Group Average,Functionality,4.075799559,,,
Data Intelligence Platforms,Alation Data Catalog,Adaptability,4.52173913,,,
Data Intelligence Platforms,Collibra DI Cloud,Adaptability,5.035326087,,,
Data Intelligence Platforms,Informatica EDC,Adaptability,4.179347826,,,
Data Intelligence Platforms,Qlik Data Integration,Adaptability,7.032608696,,,
Data Intelligence Platforms,SAP DI,Adaptability,4.864130435,,,
Data Intelligence Platforms,Peer Group Average,Adaptability,5.126630435,,,
Data Intelligence Platforms,Alation Data Catalog,Technical Capability,6.360208907,,,
Data Intelligence Platforms,Collibra DI Cloud,Technical Capability,2.490407841,,,
Data Intelligence Platforms,Informatica EDC,Technical Capability,6.658248612,,,
Data Intelligence Platforms,Qlik Data Integration,Technical Capability,6.243594828,,,
Data Intelligence Platforms,SAP DI,Technical Capability,4.256913414,,,
Data Intelligence Platforms,Peer Group Average,Technical Capability,5.20187472,,,
Data Pipelining Products,Informatica PowerCen.,Price to Value,1,,,
Data Pipelining Products,MS Azure Data Factory,Price to Value,6.472262774,,,
Data Pipelining Products,MS SSIS,Price to Value,7.644890511,,,
Data Pipelining Products,Oracle Data Integrator,Price to Value,3.791970803,,,
Data Pipelining Products,Qlik Data Integration,Price to Value,8.259124088,,,
Data Pipelining Products,SAP DI,Price to Value,6.304744526,,,
Data Pipelining Products,Talend DI,Price to Value,9.894421272,,,
Data Pipelining Products,Peer Group Average,Price to Value,6.195344853,,,
Data Pipelining Products,Informatica PowerCen.,Time to Market,3.864956958,,,
Data Pipelining Products,MS Azure Data Factory,Time to Market,5.842180775,,,
Data Pipelining Products,MS SSIS,Time to Market,4.93830703,,,
Data Pipelining Products,Oracle Data Integrator,Time to Market,3.864956958,,,
Data Pipelining Products,Qlik Data Integration,Time to Market,7.348637016,,,
Data Pipelining Products,SAP DI,Time to Market,6.746054519,,,
Data Pipelining Products,Talend DI,Time to Market,5.842180775,,,
Data Pipelining Products,Peer Group Average,Time to Market,5.492467719,,,
Data Pipelining Products,Informatica PowerCen.,Recommendation,7.4,,,
Data Pipelining Products,MS Azure Data Factory,Recommendation,1,,,
Data Pipelining Products,MS SSIS,Recommendation,2.625806452,,,
Data Pipelining Products,Oracle Data Integrator,Recommendation,1.9,,,
Data Pipelining Products,Qlik Data Integration,Recommendation,1.4,,,
Data Pipelining Products,SAP DI,Recommendation,1,,,
Data Pipelining Products,Talend DI,Recommendation,4.15,,,
Data Pipelining Products,Peer Group Average,Recommendation,2.782258065,,,
Data Pipelining Products,Informatica PowerCen.,Product Satisfaction,1.407608696,,,
Data Pipelining Products,MS Azure Data Factory,Product Satisfaction,4.945652174,,,
Data Pipelining Products,MS SSIS,Product Satisfaction,1,,,
Data Pipelining Products,Oracle Data Integrator,Product Satisfaction,4.882472826,,,
Data Pipelining Products,Qlik Data Integration,Product Satisfaction,3.092391304,,,
Data Pipelining Products,SAP DI,Product Satisfaction,1.227096273,,,
Data Pipelining Products,Talend DI,Product Satisfaction,5.356317935,,,
Data Pipelining Products,Peer Group Average,Product Satisfaction,3.130219887,,,
Data Pipelining Products,Informatica PowerCen.,Support Quality,5.229208925,,,
Data Pipelining Products,MS Azure Data Factory,Support Quality,4.211322146,,,
Data Pipelining Products,MS SSIS,Support Quality,1.631008025,,,
Data Pipelining Products,Oracle Data Integrator,Support Quality,3.464503043,,,
Data Pipelining Products,Qlik Data Integration,Support Quality,1.334685598,,,
Data Pipelining Products,SAP DI,Support Quality,2.113590264,,,
Data Pipelining Products,Talend DI,Support Quality,5.472616633,,,
Data Pipelining Products,Peer Group Average,Support Quality,3.350990662,,,
Data Pipelining Products,Informatica PowerCen.,Customer Satisfaction,3.997434023,,,
Data Pipelining Products,MS Azure Data Factory,Customer Satisfaction,4.173151359,,,
Data Pipelining Products,MS SSIS,Customer Satisfaction,3.667482246,,,
Data Pipelining Products,Oracle Data Integrator,Customer Satisfaction,3.424330422,,,
Data Pipelining Products,Qlik Data Integration,Customer Satisfaction,4.293499041,,,
Data Pipelining Products,SAP DI,Customer Satisfaction,3.36693809,,,
Data Pipelining Products,Talend DI,Customer Satisfaction,6.01084566,,,
Data Pipelining Products,Peer Group Average,Customer Satisfaction,4.133382977,,,
Data Pipelining Products,Informatica PowerCen.,Performance,4.33227345,,,
Data Pipelining Products,MS Azure Data Factory,Performance,4.174562798,,,
Data Pipelining Products,MS SSIS,Performance,1,,,
Data Pipelining Products,Oracle Data Integrator,Performance,5.120826709,,,
Data Pipelining Products,Qlik Data Integration,Performance,4.33227345,,,
Data Pipelining Products,SAP DI,Performance,2.391219274,,,
Data Pipelining Products,Talend DI,Performance,2.459459459,,,
Data Pipelining Products,Peer Group Average,Performance,3.401516449,,,
Data Pipelining Products,Informatica PowerCen.,Platform Reliability,7.136363636,,,
Data Pipelining Products,MS Azure Data Factory,Platform Reliability,7.136363636,,,
Data Pipelining Products,MS SSIS,Platform Reliability,6.270344575,,,
Data Pipelining Products,Oracle Data Integrator,Platform Reliability,7.136363636,,,
Data Pipelining Products,Qlik Data Integration,Platform Reliability,7.732954545,,,
Data Pipelining Products,SAP DI,Platform Reliability,5.21875,,,
Data Pipelining Products,Talend DI,Platform Reliability,6.129616477,,,
Data Pipelining Products,Peer Group Average,Platform Reliability,6.680108072,,,
Data Pipelining Products,Informatica PowerCen.,Development Efficiency,7.874863983,,,
Data Pipelining Products,MS Azure Data Factory,Development Efficiency,5.532877351,,,
Data Pipelining Products,MS SSIS,Development Efficiency,1,,,
Data Pipelining Products,Oracle Data Integrator,Development Efficiency,4.801006529,,,
Data Pipelining Products,Qlik Data Integration,Development Efficiency,6.964091404,,,
Data Pipelining Products,SAP DI,Development Efficiency,3.19089072,,,
Data Pipelining Products,Talend DI,Development Efficiency,4.801006529,,,
Data Pipelining Products,Peer Group Average,Development Efficiency,4.880676645,,,
Data Pipelining Products,Informatica PowerCen.,Usability,6.461956522,,,
Data Pipelining Products,MS Azure Data Factory,Usability,6.233695652,,,
Data Pipelining Products,MS SSIS,Usability,2.96441094,,,
Data Pipelining Products,Oracle Data Integrator,Usability,4.393342391,,,
Data Pipelining Products,Qlik Data Integration,Usability,5.891304348,,,
Data Pipelining Products,SAP DI,Usability,6.576086957,,,
Data Pipelining Products,Talend DI,Usability,5.356317935,,,
Data Pipelining Products,Peer Group Average,Usability,5.411016392,,,
Data Pipelining Products,Informatica PowerCen.,Customer Experience,6.353507364,,,
Data Pipelining Products,MS Azure Data Factory,Customer Experience,5.574090748,,,
Data Pipelining Products,MS SSIS,Customer Experience,2.314166636,,,
Data Pipelining Products,Oracle Data Integrator,Customer Experience,5.109530699,,,
Data Pipelining Products,Qlik Data Integration,Customer Experience,6.015470421,,,
Data Pipelining Products,SAP DI,Customer Experience,4.219306271,,,
Data Pipelining Products,Talend DI,Customer Experience,4.480454903,,,
Data Pipelining Products,Peer Group Average,Customer Experience,4.86664672,,,
Data Pipelining Products,Informatica PowerCen.,Product Enhancement,1.783783784,,,
Data Pipelining Products,MS Azure Data Factory,Product Enhancement,6.262548263,,,
Data Pipelining Products,MS SSIS,Product Enhancement,2.903474903,,,
Data Pipelining Products,Oracle Data Integrator,Product Enhancement,1,,,
Data Pipelining Products,Qlik Data Integration,Product Enhancement,6.660660661,,,
Data Pipelining Products,SAP DI,Product Enhancement,4.396396396,,,
Data Pipelining Products,Talend DI,Product Enhancement,4.291891892,,,
Data Pipelining Products,Peer Group Average,Product Enhancement,3.899822271,,,
Data Pipelining Products,Informatica PowerCen.,Automation,2.614007163,,,
Data Pipelining Products,MS Azure Data Factory,Automation,7.885793872,,,
Data Pipelining Products,MS SSIS,Automation,5.858951633,,,
Data Pipelining Products,Oracle Data Integrator,Automation,5.707520891,,,
Data Pipelining Products,Qlik Data Integration,Automation,9.038997214,,,
Data Pipelining Products,SAP DI,Automation,7.116991643,,,
Data Pipelining Products,Talend DI,Automation,7.373259053,,,
Data Pipelining Products,Peer Group Average,Automation,6.513645924,,,
Data Pipelining Products,Informatica PowerCen.,Innovation,2.198895473,,,
Data Pipelining Products,MS Azure Data Factory,Innovation,7.074171067,,,
Data Pipelining Products,MS SSIS,Innovation,4.381213268,,,
Data Pipelining Products,Oracle Data Integrator,Innovation,3.353760446,,,
Data Pipelining Products,Qlik Data Integration,Innovation,7.849828938,,,
Data Pipelining Products,SAP DI,Innovation,5.75669402,,,
Data Pipelining Products,Talend DI,Innovation,5.832575472,,,
Data Pipelining Products,Peer Group Average,Innovation,5.206734098,,,
Data Pipelining Products,Informatica PowerCen.,Connectivity,6.008528785,,,
Data Pipelining Products,MS Azure Data Factory,Connectivity,8.253731343,,,
Data Pipelining Products,MS SSIS,Connectivity,4.342733338,,,
Data Pipelining Products,Oracle Data Integrator,Connectivity,8.253731343,,,
Data Pipelining Products,Qlik Data Integration,Connectivity,8.253731343,,,
Data Pipelining Products,SAP DI,Connectivity,6.906609808,,,
Data Pipelining Products,Talend DI,Connectivity,9.516657783,,,
Data Pipelining Products,Peer Group Average,Connectivity,7.362246249,,,
Data Pipelining Products,Informatica PowerCen.,Functionality,7.888888889,,,
Data Pipelining Products,MS Azure Data Factory,Functionality,3,,,
Data Pipelining Products,MS SSIS,Functionality,2.11827957,,,
Data Pipelining Products,Oracle Data Integrator,Functionality,4.416666667,,,
Data Pipelining Products,Qlik Data Integration,Functionality,3.444444444,,,
Data Pipelining Products,SAP DI,Functionality,1,,,
Data Pipelining Products,Talend DI,Functionality,8.791666667,,,
Data Pipelining Products,Peer Group Average,Functionality,4.37999232,,,
Data Pipelining Products,Informatica PowerCen.,Adaptability,6.747282609,,,
Data Pipelining Products,MS Azure Data Factory,Adaptability,7.60326087,,,
Data Pipelining Products,MS SSIS,Adaptability,4.477079395,,,
Data Pipelining Products,Oracle Data Integrator,Adaptability,5.035326087,,,
Data Pipelining Products,Qlik Data Integration,Adaptability,7.032608696,,,
Data Pipelining Products,SAP DI,Adaptability,4.864130435,,,
Data Pipelining Products,Talend DI,Adaptability,7.089673913,,,
Data Pipelining Products,Peer Group Average,Adaptability,6.121337429,,,
Data Pipelining Products,Informatica PowerCen.,Technical Capability,6.881566761,,,
Data Pipelining Products,MS Azure Data Factory,Technical Capability,6.285664071,,,
Data Pipelining Products,MS SSIS,Technical Capability,3.646030768,,,
Data Pipelining Products,Oracle Data Integrator,Technical Capability,5.901908032,,,
Data Pipelining Products,Qlik Data Integration,Technical Capability,6.243594828,,,
Data Pipelining Products,SAP DI,Technical Capability,4.256913414,,,
Data Pipelining Products,Talend DI,Technical Capability,8.465999454,,,
Data Pipelining Products,Peer Group Average,Technical Capability,5.954525333,,,
Products to Support DW Automation,AnalyticsCreator,Price to Value,9.473024437,,,
Products to Support DW Automation,Informatica PowerCen.,Price to Value,1,,,
Products to Support DW Automation,MS Azure Data Factory,Price to Value,6.472262774,,,
Products to Support DW Automation,MS SSIS,Price to Value,7.644890511,,,
Products to Support DW Automation,Oracle Data Integrator,Price to Value,3.791970803,,,
Products to Support DW Automation,Qlik Data Integration,Price to Value,8.259124088,,,
Products to Support DW Automation,SAP BW/4HANA,Price to Value,4.270594369,,,
Products to Support DW Automation,SAP DI,Price to Value,6.304744526,,,
Products to Support DW Automation,Talend DI,Price to Value,9.894421272,,,
Products to Support DW Automation,TimeXtender,Price to Value,9.018540146,,,
Products to Support DW Automation,Peer Group Average,Price to Value,6.612957292,,,
Products to Support DW Automation,AnalyticsCreator,Time to Market,9.926994813,,,
Products to Support DW Automation,Informatica PowerCen.,Time to Market,3.864956958,,,
Products to Support DW Automation,MS Azure Data Factory,Time to Market,5.842180775,,,
Products to Support DW Automation,MS SSIS,Time to Market,4.93830703,,,
Products to Support DW Automation,Oracle Data Integrator,Time to Market,3.864956958,,,
Products to Support DW Automation,Qlik Data Integration,Time to Market,7.348637016,,,
Products to Support DW Automation,SAP BW/4HANA,Time to Market,5.106469587,,,
Products to Support DW Automation,SAP DI,Time to Market,6.746054519,,,
Products to Support DW Automation,Talend DI,Time to Market,5.842180775,,,
Products to Support DW Automation,TimeXtender,Time to Market,7.634344234,,,
Products to Support DW Automation,Peer Group Average,Time to Market,6.111508267,,,
Products to Support DW Automation,AnalyticsCreator,Recommendation,7.685714286,,,
Products to Support DW Automation,Informatica PowerCen.,Recommendation,7.4,,,
Products to Support DW Automation,MS Azure Data Factory,Recommendation,1,,,
Products to Support DW Automation,MS SSIS,Recommendation,2.625806452,,,
Products to Support DW Automation,Oracle Data Integrator,Recommendation,1.9,,,
Products to Support DW Automation,Qlik Data Integration,Recommendation,1.4,,,
Products to Support DW Automation,SAP BW/4HANA,Recommendation,1.8,,,
Products to Support DW Automation,SAP DI,Recommendation,1,,,
Products to Support DW Automation,Talend DI,Recommendation,4.15,,,
Products to Support DW Automation,TimeXtender,Recommendation,8.8,,,
Products to Support DW Automation,Peer Group Average,Recommendation,3.776152074,,,
Products to Support DW Automation,AnalyticsCreator,Product Satisfaction,5.288625776,,,
Products to Support DW Automation,Informatica PowerCen.,Product Satisfaction,1.407608696,,,
Products to Support DW Automation,MS Azure Data Factory,Product Satisfaction,4.945652174,,,
Products to Support DW Automation,MS SSIS,Product Satisfaction,1,,,
Products to Support DW Automation,Oracle Data Integrator,Product Satisfaction,4.882472826,,,
Products to Support DW Automation,Qlik Data Integration,Product Satisfaction,3.092391304,,,
Products to Support DW Automation,SAP BW/4HANA,Product Satisfaction,4.10326087,,,
Products to Support DW Automation,SAP DI,Product Satisfaction,1.227096273,,,
Products to Support DW Automation,Talend DI,Product Satisfaction,5.356317935,,,
Products to Support DW Automation,TimeXtender,Product Satisfaction,6.967391304,,,
Products to Support DW Automation,Peer Group Average,Product Satisfaction,3.827081716,,,
Products to Support DW Automation,AnalyticsCreator,Support Quality,8.562022156,,,
Products to Support DW Automation,Informatica PowerCen.,Support Quality,5.229208925,,,
Products to Support DW Automation,MS Azure Data Factory,Support Quality,4.211322146,,,
Products to Support DW Automation,MS SSIS,Support Quality,1.631008025,,,
Products to Support DW Automation,Oracle Data Integrator,Support Quality,3.464503043,,,
Products to Support DW Automation,Qlik Data Integration,Support Quality,1.334685598,,,
Products to Support DW Automation,SAP BW/4HANA,Support Quality,4.279325187,,,
Products to Support DW Automation,SAP DI,Support Quality,2.113590264,,,
Products to Support DW Automation,Talend DI,Support Quality,5.472616633,,,
Products to Support DW Automation,TimeXtender,Support Quality,6.689655172,,,
Products to Support DW Automation,Peer Group Average,Support Quality,4.298793715,,,
Products to Support DW Automation,AnalyticsCreator,Customer Satisfaction,8.099645507,,,
Products to Support DW Automation,Informatica PowerCen.,Customer Satisfaction,3.997434023,,,
Products to Support DW Automation,MS Azure Data Factory,Customer Satisfaction,4.173151359,,,
Products to Support DW Automation,MS SSIS,Customer Satisfaction,3.667482246,,,
Products to Support DW Automation,Oracle Data Integrator,Customer Satisfaction,3.424330422,,,
Products to Support DW Automation,Qlik Data Integration,Customer Satisfaction,4.293499041,,,
Products to Support DW Automation,SAP BW/4HANA,Customer Satisfaction,3.663997484,,,
Products to Support DW Automation,SAP DI,Customer Satisfaction,3.36693809,,,
Products to Support DW Automation,Talend DI,Customer Satisfaction,6.01084566,,,
Products to Support DW Automation,TimeXtender,Customer Satisfaction,8.033020654,,,
Products to Support DW Automation,Peer Group Average,Customer Satisfaction,4.873034449,,,
Products to Support DW Automation,AnalyticsCreator,Performance,4.867363161,,,
Products to Support DW Automation,Informatica PowerCen.,Performance,4.33227345,,,
Products to Support DW Automation,MS Azure Data Factory,Performance,4.174562798,,,
Products to Support DW Automation,MS SSIS,Performance,1,,,
Products to Support DW Automation,Oracle Data Integrator,Performance,5.120826709,,,
Products to Support DW Automation,Qlik Data Integration,Performance,4.33227345,,,
Products to Support DW Automation,SAP BW/4HANA,Performance,4.963116057,,,
Products to Support DW Automation,SAP DI,Performance,2.391219274,,,
Products to Support DW Automation,Talend DI,Performance,2.459459459,,,
Products to Support DW Automation,TimeXtender,Performance,1.694698756,,,
Products to Support DW Automation,Peer Group Average,Performance,3.533579311,,,
Products to Support DW Automation,AnalyticsCreator,Platform Reliability,7.711647727,,,
Products to Support DW Automation,Informatica PowerCen.,Platform Reliability,7.136363636,,,
Products to Support DW Automation,MS Azure Data Factory,Platform Reliability,7.136363636,,,
Products to Support DW Automation,MS SSIS,Platform Reliability,6.270344575,,,
Products to Support DW Automation,Oracle Data Integrator,Platform Reliability,7.136363636,,,
Products to Support DW Automation,Qlik Data Integration,Platform Reliability,7.732954545,,,
Products to Support DW Automation,SAP BW/4HANA,Platform Reliability,8.210227273,,,
Products to Support DW Automation,SAP DI,Platform Reliability,5.21875,,,
Products to Support DW Automation,Talend DI,Platform Reliability,6.129616477,,,
Products to Support DW Automation,TimeXtender,Platform Reliability,7.494318182,,,
Products to Support DW Automation,Peer Group Average,Platform Reliability,7.017694969,,,
Products to Support DW Automation,AnalyticsCreator,Development Efficiency,9.045857298,,,
Products to Support DW Automation,Informatica PowerCen.,Development Efficiency,7.874863983,,,
Products to Support DW Automation,MS Azure Data Factory,Development Efficiency,5.532877351,,,
Products to Support DW Automation,MS SSIS,Development Efficiency,1,,,
Products to Support DW Automation,Oracle Data Integrator,Development Efficiency,4.801006529,,,
Products to Support DW Automation,Qlik Data Integration,Development Efficiency,6.964091404,,,
Products to Support DW Automation,SAP BW/4HANA,Development Efficiency,5.639331289,,,
Products to Support DW Automation,SAP DI,Development Efficiency,3.19089072,,,
Products to Support DW Automation,Talend DI,Development Efficiency,4.801006529,,,
Products to Support DW Automation,TimeXtender,Development Efficiency,7.592210424,,,
Products to Support DW Automation,Peer Group Average,Development Efficiency,5.644213553,,,
Products to Support DW Automation,AnalyticsCreator,Usability,7.60326087,,,
Products to Support DW Automation,Informatica PowerCen.,Usability,6.461956522,,,
Products to Support DW Automation,MS Azure Data Factory,Usability,6.233695652,,,
Products to Support DW Automation,MS SSIS,Usability,2.96441094,,,
Products to Support DW Automation,Oracle Data Integrator,Usability,4.393342391,,,
Products to Support DW Automation,Qlik Data Integration,Usability,5.891304348,,,
Products to Support DW Automation,SAP BW/4HANA,Usability,4.407608696,,,
Products to Support DW Automation,SAP DI,Usability,6.576086957,,,
Products to Support DW Automation,Talend DI,Usability,5.356317935,,,
Products to Support DW Automation,TimeXtender,Usability,7.78035982,,,
Products to Support DW Automation,Peer Group Average,Usability,5.766834413,,,
Products to Support DW Automation,AnalyticsCreator,Customer Experience,7.249230055,,,
Products to Support DW Automation,Informatica PowerCen.,Customer Experience,6.353507364,,,
Products to Support DW Automation,MS Azure Data Factory,Customer Experience,5.574090748,,,
Products to Support DW Automation,MS SSIS,Customer Experience,2.314166636,,,
Products to Support DW Automation,Oracle Data Integrator,Customer Experience,5.109530699,,,
Products to Support DW Automation,Qlik Data Integration,Customer Experience,6.015470421,,,
Products to Support DW Automation,SAP BW/4HANA,Customer Experience,5.461477051,,,
Products to Support DW Automation,SAP DI,Customer Experience,4.219306271,,,
Products to Support DW Automation,Talend DI,Customer Experience,4.480454903,,,
Products to Support DW Automation,TimeXtender,Customer Experience,5.946979454,,,
Products to Support DW Automation,Peer Group Average,Customer Experience,5.27242136,,,
Products to Support DW Automation,AnalyticsCreator,Product Enhancement,9.173745174,,,
Products to Support DW Automation,Informatica PowerCen.,Product Enhancement,1.783783784,,,
Products to Support DW Automation,MS Azure Data Factory,Product Enhancement,6.262548263,,,
Products to Support DW Automation,MS SSIS,Product Enhancement,2.903474903,,,
Products to Support DW Automation,Oracle Data Integrator,Product Enhancement,1,,,
Products to Support DW Automation,Qlik Data Integration,Product Enhancement,6.660660661,,,
Products to Support DW Automation,SAP BW/4HANA,Product Enhancement,4.918918919,,,
Products to Support DW Automation,SAP DI,Product Enhancement,4.396396396,,,
Products to Support DW Automation,Talend DI,Product Enhancement,4.291891892,,,
Products to Support DW Automation,TimeXtender,Product Enhancement,4.802802803,,,
Products to Support DW Automation,Peer Group Average,Product Enhancement,4.619422279,,,
Products to Support DW Automation,AnalyticsCreator,Automation,10,,,
Products to Support DW Automation,Informatica PowerCen.,Automation,2.614007163,,,
Products to Support DW Automation,MS Azure Data Factory,Automation,7.885793872,,,
Products to Support DW Automation,MS SSIS,Automation,5.858951633,,,
Products to Support DW Automation,Oracle Data Integrator,Automation,5.707520891,,,
Products to Support DW Automation,Qlik Data Integration,Automation,9.038997214,,,
Products to Support DW Automation,SAP BW/4HANA,Automation,4.791364903,,,
Products to Support DW Automation,SAP DI,Automation,7.116991643,,,
Products to Support DW Automation,Talend DI,Automation,7.373259053,,,
Products to Support DW Automation,TimeXtender,Automation,5.945483486,,,
Products to Support DW Automation,Peer Group Average,Automation,6.633236986,,,
Products to Support DW Automation,AnalyticsCreator,Innovation,9.586872587,,,
Products to Support DW Automation,Informatica PowerCen.,Innovation,2.198895473,,,
Products to Support DW Automation,MS Azure Data Factory,Innovation,7.074171067,,,
Products to Support DW Automation,MS SSIS,Innovation,4.381213268,,,
Products to Support DW Automation,Oracle Data Integrator,Innovation,3.353760446,,,
Products to Support DW Automation,Qlik Data Integration,Innovation,7.849828938,,,
Products to Support DW Automation,SAP BW/4HANA,Innovation,4.855141911,,,
Products to Support DW Automation,SAP DI,Innovation,5.75669402,,,
Products to Support DW Automation,Talend DI,Innovation,5.832575472,,,
Products to Support DW Automation,TimeXtender,Innovation,5.374143144,,,
Products to Support DW Automation,Peer Group Average,Innovation,5.626329633,,,
Products to Support DW Automation,AnalyticsCreator,Connectivity,10,,,
Products to Support DW Automation,Informatica PowerCen.,Connectivity,6.008528785,,,
Products to Support DW Automation,MS Azure Data Factory,Connectivity,8.253731343,,,
Products to Support DW Automation,MS SSIS,Connectivity,4.342733338,,,
Products to Support DW Automation,Oracle Data Integrator,Connectivity,8.253731343,,,
Products to Support DW Automation,Qlik Data Integration,Connectivity,8.253731343,,,
Products to Support DW Automation,SAP BW/4HANA,Connectivity,5.858848614,,,
Products to Support DW Automation,SAP DI,Connectivity,6.906609808,,,
Products to Support DW Automation,Talend DI,Connectivity,9.516657783,,,
Products to Support DW Automation,TimeXtender,Connectivity,8.927292111,,,
Products to Support DW Automation,Peer Group Average,Connectivity,7.632186447,,,
Products to Support DW Automation,AnalyticsCreator,Functionality,7.452380952,,,
Products to Support DW Automation,Informatica PowerCen.,Functionality,7.888888889,,,
Products to Support DW Automation,MS Azure Data Factory,Functionality,3,,,
Products to Support DW Automation,MS SSIS,Functionality,2.11827957,,,
Products to Support DW Automation,Oracle Data Integrator,Functionality,4.416666667,,,
Products to Support DW Automation,Qlik Data Integration,Functionality,3.444444444,,,
Products to Support DW Automation,SAP BW/4HANA,Functionality,5.222222222,,,
Products to Support DW Automation,SAP DI,Functionality,1,,,
Products to Support DW Automation,Talend DI,Functionality,8.791666667,,,
Products to Support DW Automation,TimeXtender,Functionality,6,,,
Products to Support DW Automation,Peer Group Average,Functionality,4.933454941,,,
Products to Support DW Automation,AnalyticsCreator,Adaptability,8.630434783,,,
Products to Support DW Automation,Informatica PowerCen.,Adaptability,6.747282609,,,
Products to Support DW Automation,MS Azure Data Factory,Adaptability,7.60326087,,,
Products to Support DW Automation,MS SSIS,Adaptability,4.477079395,,,
Products to Support DW Automation,Oracle Data Integrator,Adaptability,5.035326087,,,
Products to Support DW Automation,Qlik Data Integration,Adaptability,7.032608696,,,
Products to Support DW Automation,SAP BW/4HANA,Adaptability,6.319293478,,,
Products to Support DW Automation,SAP DI,Adaptability,4.864130435,,,
Products to Support DW Automation,Talend DI,Adaptability,7.089673913,,,
Products to Support DW Automation,TimeXtender,Adaptability,7.301150895,,,
Products to Support DW Automation,Peer Group Average,Adaptability,6.510024116,,,
Products to Support DW Automation,AnalyticsCreator,Technical Capability,8.694271912,,,
Products to Support DW Automation,Informatica PowerCen.,Technical Capability,6.881566761,,,
Products to Support DW Automation,MS Azure Data Factory,Technical Capability,6.285664071,,,
Products to Support DW Automation,MS SSIS,Technical Capability,3.646030768,,,
Products to Support DW Automation,Oracle Data Integrator,Technical Capability,5.901908032,,,
Products to Support DW Automation,Qlik Data Integration,Technical Capability,6.243594828,,,
Products to Support DW Automation,SAP BW/4HANA,Technical Capability,5.800121438,,,
Products to Support DW Automation,SAP DI,Technical Capability,4.256913414,,,
Products to Support DW Automation,Talend DI,Technical Capability,8.465999454,,,
Products to Support DW Automation,TimeXtender,Technical Capability,7.409481002,,,
Products to Support DW Automation,Peer Group Average,Technical Capability,6.358555168,,,
Business Software Generalists,Amazon RedShift,Price to Value,7.700729927,,,
Business Software Generalists,Google BigQuery,Price to Value,10,,,
Business Software Generalists,MS Azure Data Factory,Price to Value,6.472262774,,,
Business Software Generalists,MS Azure Synapse,Price to Value,8.817518248,,,
Business Software Generalists,MS SQL Server,Price to Value,7.732456868,,,
Business Software Generalists,MS SSIS,Price to Value,7.644890511,,,
Business Software Generalists,Oracle Data Integrator,Price to Value,3.791970803,,,
Business Software Generalists,Oracle Database,Price to Value,2.451824818,,,
Business Software Generalists,SAP BW/4HANA,Price to Value,4.270594369,,,
Business Software Generalists,SAP DI,Price to Value,6.304744526,,,
Business Software Generalists,SAP DWC,Price to Value,8.044357103,,,
Business Software Generalists,Peer Group Average,Price to Value,6.65739545,,,
Business Software Generalists,Amazon RedShift,Time to Market,5.842180775,,,
Business Software Generalists,Google BigQuery,Time to Market,6.905561651,,,
Business Software Generalists,MS Azure Data Factory,Time to Market,5.842180775,,,
Business Software Generalists,MS Azure Synapse,Time to Market,6.164992826,,,
Business Software Generalists,MS SQL Server,Time to Market,4.82921882,,,
